Year,Zip Code,County,Total Beneficiaries,Dual Eligible Beneficiaries,Non Dual Beneficiaries,Child Beneficiaries,Adult Beneficiaries,Dual Beneficiaries Admitted,Total Dual Admissions,Non Dual Beneficiaries Admitted,Total Non Dual Admissions,Total Beneficiaries Admitted,Total Admissions,Dual Beneficiaries ER ,Dual Beneficiaries ER Visits,Non Dual Beneficiaries ER,Non Dual Beneficiaries ER Visits,Total Beneficiaries ER,Total ER Visits
2012,13063,Onondaga,200,24,176,86,114,3,3,16,19,19,22,0,0,28,42,28,42
2012,13064,Cayuga,55,9,46,17,38,3,3,5,7,8,10,2,3,8,11,10,14
2012,13065,Seneca,44,5,39,18,26,1,2,3,3,4,5,0,0,8,17,8,17
2012,13066,Onondaga,789,166,623,253,536,20,33,60,78,80,111,25,65,72,129,97,194
2012,13068,Tompkins,1093,159,934,437,656,19,22,81,98,100,120,7,22,186,324,193,346
2012,13069,Oswego,8941,1148,7793,3380,5561,181,263,869,1132,1050,1395,201,510,1665,3031,1866,3541
2012,13071,Cayuga,201,31,170,83,118,2,4,27,32,29,36,4,9,43,133,47,142
2012,13072,Madison,232,35,197,91,141,4,6,10,13,14,19,7,7,58,102,65,109
2012,13073,Tompkins,1322,213,1109,495,827,20,28,100,130,120,158,11,31,209,372,220,403
2012,13074,Oswego,1377,126,1251,518,859,10,18,113,164,123,182,14,35,275,544,289,579
2012,13076,Oswego,493,59,434,169,324,5,5,41,44,46,49,10,19,78,134,88,153
2012,13077,Cortland,1405,233,1172,523,882,38,65,122,167,160,232,24,49,243,472,267,521
2012,13078,Onondaga,812,208,604,221,591,24,38,55,80,79,118,14,18,109,191,123,209
2012,13080,Onondaga,550,99,451,196,354,9,9,42,56,51,65,16,38,90,139,106,177
2012,13081,Cayuga,155,22,133,65,90,2,4,16,19,18,23,1,1,21,28,22,29
2012,13082,Madison,852,161,691,289,563,10,11,54,77,64,88,19,36,158,277,177,313
2012,13083,Oswego,456,54,402,152,304,6,6,34,45,40,51,8,17,72,113,80,130
2012,13084,Onondaga,546,83,463,212,334,11,13,46,60,57,73,12,18,109,199,121,217
2012,13087,Cortland,49,13,36,16,33,4,5,0,0,4,5,2,4,11,17,13,21
2012,13088,Onondaga,3349,575,2774,1097,2252,62,98,268,395,330,493,72,160,540,1068,612,1228
2012,13089,Onondaga,49,7,42,19,30,1,1,8,10,9,11,1,2,6,8,7,10
2012,13090,Onondaga,3841,452,3389,1526,2315,51,63,346,435,397,498,62,117,613,1183,675,1300
2012,13092,Cayuga,538,72,466,209,329,11,13,36,42,47,55,6,15,103,160,109,175
2012,13093,Oswego,21,2,19,9,12,1,1,4,7,5,8,0,0,5,11,5,11
2012,13101,Cortland,685,93,592,257,428,17,17,67,85,84,102,15,17,161,266,176,283
2012,13102,Tompkins,66,11,55,21,45,0,0,8,11,8,11,2,2,11,17,13,19
2012,13103,Oswego,217,25,192,84,133,4,6,18,21,22,27,6,14,39,67,45,81
2012,13104,Onondaga,998,220,778,319,679,28,39,73,98,101,137,29,57,120,244,149,301
2012,13107,Oswego,12,2,10,2,10,0,0,0,0,0,0,2,2,1,2,3,4
2012,13108,Onondaga,542,86,456,194,348,9,11,42,63,51,74,6,8,102,177,108,185
2012,13110,Onondaga,231,37,194,75,156,3,3,21,30,24,33,9,15,35,53,44,68
2012,13111,Cayuga,496,61,435,191,305,9,10,32,45,41,55,9,17,108,196,117,213
2012,13112,Onondaga,217,22,195,86,131,2,3,12,17,14,20,3,5,28,41,31,46
2012,13113,Cayuga,43,7,36,15,28,3,3,2,2,5,5,0,0,15,26,15,26
2012,13114,Oswego,1719,221,1498,622,1097,34,55,153,251,187,306,52,163,346,672,398,835
2012,13115,Oswego,71,6,65,30,41,0,0,3,4,3,4,2,2,16,40,18,42
2012,13116,Onondaga,503,122,381,178,325,11,13,39,51,50,64,12,17,53,95,65,112
2012,13117,Cayuga,56,14,42,13,43,3,3,4,5,7,8,1,1,6,9,7,10
2012,13118,Cayuga,1103,211,892,387,716,30,39,69,88,99,127,30,53,201,316,231,369
2012,13119,Onondaga,15,3,12,4,11,1,1,0,0,1,1,1,3,2,2,3,5
2012,13120,Onondaga,659,64,595,276,383,10,13,71,102,81,115,10,26,146,237,156,263
2012,13121,Oswego,70,12,58,22,48,1,4,4,4,5,8,2,4,13,23,15,27
2012,13122,Madison,156,21,135,57,99,3,3,11,12,14,15,2,2,27,57,29,59
2012,13123,Oneida,105,23,82,29,76,2,2,11,12,13,14,2,2,27,46,29,48
2012,13124,Chenango,36,4,32,16,20,0,0,6,8,6,8,1,1,6,13,7,14
2012,13126,Oswego,8459,1451,7008,2875,5584,231,296,729,997,960,1293,285,661,2290,4929,2575,5590
2012,13131,Oswego,983,118,865,335,648,16,22,69,86,85,108,16,41,152,240,168,281
2012,13132,Oswego,840,94,746,295,545,10,10,74,87,84,97,10,11,123,189,133,200
2012,13134,Madison,27,4,23,11,16,1,2,2,4,3,6,2,4,7,9,9,13
2012,13135,Oswego,1572,185,1387,584,988,26,29,131,177,157,206,22,55,268,441,290,496
2012,13136,Chenango,181,17,164,61,120,4,6,10,14,14,20,2,3,42,69,44,72
2012,13137,Onondaga,26,3,23,12,14,0,0,3,3,3,3,1,1,7,28,8,29
2012,13138,Onondaga,30,3,27,16,14,0,0,5,10,5,10,0,0,3,4,3,4
2012,13139,Cayuga,9,1,8,6,3,0,0,1,1,1,1,0,0,3,3,3,3
2012,13140,Cayuga,1031,160,871,366,665,19,24,93,123,112,147,41,68,236,425,277,493
2012,13141,Cortland,137,21,116,59,78,0,0,15,16,15,16,2,2,28,61,30,63
2012,13142,Oswego,1527,260,1267,489,1038,35,40,128,178,163,218,31,65,241,513,272,578
2012,13143,Wayne,803,101,702,326,477,13,15,49,53,62,68,14,20,175,283,189,303
2012,13144,Oswego,471,57,414,183,288,7,7,43,53,50,60,5,10,81,142,86,152
2012,13145,Oswego,537,76,461,197,340,11,14,64,77,75,91,11,17,101,159,112,176
2012,13146,Wayne,537,98,439,195,342,13,16,27,30,40,46,18,40,161,299,179,339
2012,13147,Cayuga,202,18,184,87,115,2,2,14,16,16,18,3,10,44,65,47,75
2012,13148,Seneca,2223,389,1834,757,1466,44,65,165,223,209,288,64,132,571,1095,635,1227
2012,13152,Onondaga,442,114,328,123,319,10,11,34,42,44,53,10,19,50,78,60,97
2012,13153,Onondaga,46,9,37,21,25,2,3,0,0,2,3,2,2,3,4,5,6
2012,13154,Wayne,33,7,26,16,17,1,1,0,0,1,1,2,4,7,12,9,16
2012,13155,Chenango,184,31,153,62,122,6,8,16,16,22,24,5,10,36,57,41,67
2012,13156,Cayuga,326,60,266,106,220,9,15,30,37,39,52,7,15,74,130,81,145
2012,13157,Oneida,169,42,127,45,124,9,13,8,11,17,24,3,6,38,57,41,63
2012,13158,Cortland,443,66,377,161,282,16,20,32,37,48,57,13,15,69,138,82,153
2012,13159,Onondaga,581,88,493,215,366,7,8,44,61,51,69,4,13,81,159,85,172
2012,13160,Cayuga,262,62,200,81,181,11,16,19,27,30,43,18,24,53,113,71,137
2012,13162,Oneida,57,15,42,10,47,2,3,3,4,5,7,4,6,16,23,20,29
2012,13163,Madison,173,18,155,95,78,0,0,15,25,15,25,2,6,49,119,51,125
2012,13164,Onondaga,302,32,270,115,187,5,7,27,39,32,46,4,12,42,77,46,89
2012,13165,Seneca,2449,532,1917,813,1636,84,103,182,252,266,355,102,167,593,1212,695,1379
2012,13166,Cayuga,1114,222,892,382,732,46,56,85,114,131,170,56,181,224,397,280,578
2012,13167,Oswego,665,70,595,265,400,8,8,53,67,61,75,8,9,112,192,120,201
2012,13201,Onondaga,182,60,122,41,141,16,17,14,28,30,45,19,58,41,126,60,184
2012,13202,Onondaga,3870,483,3387,1337,2533,84,144,414,724,498,868,126,345,1140,2934,1266,3279
2012,13203,Onondaga,8557,1383,7174,2847,5710,267,398,768,1087,1035,1485,360,1073,2463,5625,2823,6698
2012,13204,Onondaga,12098,1333,10765,5035,7063,221,307,1250,1803,1471,2110,354,1086,3698,7990,4052,9076
2012,13205,Onondaga,10614,1920,8694,4210,6404,359,501,954,1371,1313,1872,381,933,2652,5812,3033,6745
2012,13206,Onondaga,4833,669,4164,1708,3125,103,141,414,577,517,718,132,409,1208,2441,1340,2850
2012,13207,Onondaga,5375,484,4891,2321,3054,55,77,492,670,547,747,98,233,1498,3137,1596,3370
2012,13208,Onondaga,12884,1369,11515,5053,7831,224,334,1157,1576,1381,1910,349,1006,3776,8437,4125,9443
2012,13209,Onondaga,2937,437,2500,1063,1874,50,70,271,346,321,416,76,176,563,1099,639,1275
2012,13210,Onondaga,5031,807,4224,1821,3210,181,256,469,637,650,893,174,452,1200,2565,1374,3017
2012,13211,Onondaga,1866,215,1651,757,1109,23,32,189,257,212,289,33,79,357,749,390,828
2012,13212,Onondaga,3552,710,2842,1178,2374,108,152,265,376,373,528,120,307,575,1085,695,1392
2012,13214,Onondaga,1227,268,959,378,849,24,29,85,129,109,158,33,59,199,370,232,429
2012,13215,Onondaga,1412,562,850,327,1085,67,74,79,107,146,181,57,102,192,359,249,461
2012,13217,Onondaga,36,10,26,9,27,2,5,1,1,3,6,4,6,4,8,8,14
2012,13218,Onondaga,787,349,438,55,732,84,129,92,328,176,457,135,639,210,1168,345,1807
2012,13219,Onondaga,1886,493,1393,553,1333,56,69,119,156,175,225,47,114,298,623,345,737
2012,13220,Onondaga,61,15,46,19,42,0,0,4,5,4,5,2,9,9,13,11,22
2012,13221,Onondaga,3,2,1,0,3,1,1,0,0,1,1,0,0,0,0,0,0
2012,13224,Onondaga,2539,279,2260,947,1592,41,52,248,325,289,377,53,128,634,1282,687,1410
2012,13235,Onondaga,7,0,7,2,5,0,0,0,0,0,0,0,0,2,38,2,38
2012,13244,Onondaga,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,13252,Onondaga,3,1,2,1,2,0,0,2,2,2,2,0,0,0,0,0,0
2012,13261,Onondaga,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,13290,Onondaga,44,18,26,1,43,0,0,12,35,12,35,6,9,12,127,18,136
2012,13301,Oneida,34,6,28,14,20,1,2,1,1,2,3,0,0,5,8,5,8
2012,13302,Oswego,618,65,553,225,393,12,14,53,94,65,108,14,21,121,235,135,256
2012,13303,Oneida,147,18,129,54,93,2,2,13,14,15,16,1,1,33,56,34,57
2012,13304,Oneida,171,39,132,57,114,5,5,12,16,17,21,5,6,30,46,35,52
2012,13305,Lewis,73,12,61,28,45,2,3,8,8,10,11,1,1,14,19,15,20
2012,13308,Oneida,965,115,850,392,573,12,14,76,89,88,103,11,18,254,479,265,497
2012,13309,Oneida,1327,297,1030,431,896,42,51,92,127,134,178,40,72,290,560,330,632
2012,13310,Madison,167,24,143,70,97,1,2,7,8,8,10,6,16,62,119,68,135
2012,13312,Lewis,59,11,48,22,37,0,0,2,2,2,2,0,0,12,19,12,19
2012,13313,Oneida,228,34,194,86,142,6,8,21,27,27,35,8,25,61,91,69,116
2012,13314,Madison,158,26,132,64,94,5,6,22,27,27,33,3,12,34,81,37,93
2012,13315,Otsego,256,58,198,76,180,3,3,26,34,29,37,14,30,63,133,77,163
2012,13316,Oneida,1396,224,1172,498,898,27,32,103,138,130,170,29,45,334,647,363,692
2012,13317,Montgomery,879,143,736,315,564,26,31,61,74,87,105,31,52,210,408,241,460
2012,13318,Oneida,255,33,222,89,166,3,3,28,36,31,39,5,5,53,89,58,94
2012,13319,Oneida,285,24,261,114,171,2,2,22,34,24,36,2,7,76,153,78,160
2012,13320,Otsego,399,90,309,132,267,8,8,34,41,42,49,11,19,91,178,102,197
2012,13321,Oneida,296,52,244,100,196,6,13,29,35,35,48,9,18,67,145,76,163
2012,13322,Oneida,232,43,189,81,151,8,16,20,22,28,38,5,11,39,61,44,72
2012,13323,Oneida,1240,472,768,273,967,75,97,58,96,133,193,68,131,164,342,232,473
2012,13324,Herkimer,480,79,401,166,314,14,22,44,61,58,83,7,24,84,119,91,143
2012,13325,Lewis,208,31,177,73,135,2,3,10,11,12,14,0,0,38,46,38,46
2012,13326,Otsego,955,275,680,300,655,29,34,50,75,79,109,37,101,202,401,239,502
2012,13327,Lewis,444,102,342,146,298,4,5,36,44,40,49,5,5,83,196,88,201
2012,13328,Oneida,190,24,166,62,128,4,5,12,13,16,18,4,8,41,69,45,77
2012,13329,Fulton,1151,219,932,415,736,37,46,82,125,119,171,44,92,305,560,349,652
2012,13331,Herkimer,28,8,20,7,21,0,0,2,2,2,2,1,1,4,4,5,5
2012,13332,Madison,606,71,535,225,381,3,4,37,39,40,43,14,21,182,363,196,384
2012,13333,Otsego,27,11,16,5,22,1,1,3,3,4,4,1,1,7,13,8,14
2012,13334,Madison,299,41,258,109,190,3,4,19,40,22,44,15,30,89,174,104,204
2012,13335,Otsego,372,102,270,112,260,7,7,20,21,27,28,9,12,73,114,82,126
2012,13337,Otsego,85,15,70,28,57,0,0,1,1,1,1,1,1,29,48,30,49
2012,13338,Oneida,292,55,237,90,202,5,8,26,43,31,51,6,24,43,69,49,93
2012,13339,Montgomery,1943,340,1603,686,1257,33,41,110,143,143,184,59,100,469,841,528,941
2012,13340,Herkimer,1891,332,1559,626,1265,48,66,133,174,181,240,47,88,353,589,400,677
2012,13341,Oneida,20,6,14,6,14,0,0,0,0,0,0,0,0,5,6,5,6
2012,13342,Otsego,20,7,13,5,15,1,1,0,0,1,1,1,2,3,19,4,21
2012,13343,Lewis,460,83,377,160,300,9,11,28,31,37,42,5,7,116,220,121,227
2012,13345,Lewis,56,10,46,16,40,0,0,6,7,6,7,0,0,16,29,16,29
2012,13346,Madison,450,112,338,135,315,23,29,36,47,59,76,20,32,102,197,122,229
2012,13348,Otsego,264,42,222,100,164,8,12,18,25,26,37,5,11,78,143,83,154
2012,13350,Herkimer,3298,799,2499,1019,2279,120,146,280,412,400,558,148,279,716,1495,864,1774
2012,13352,Oneida,88,18,70,26,62,2,2,9,16,11,18,1,1,15,34,16,35
2012,13353,Hamilton,19,4,15,5,14,2,3,0,0,2,3,0,0,1,1,1,1
2012,13354,Oneida,553,65,488,202,351,7,11,41,54,48,65,9,12,111,200,120,212
2012,13355,Madison,225,48,177,78,147,5,6,19,28,24,34,15,24,66,114,81,138
2012,13357,Herkimer,3285,580,2705,1184,2101,83,111,289,378,372,489,93,202,772,1344,865,1546
2012,13360,Hamilton,62,8,54,23,39,1,3,6,10,7,13,1,1,12,13,13,14
2012,13361,Herkimer,165,31,134,53,112,1,1,18,20,19,21,3,4,36,69,39,73
2012,13362,Oneida,9,1,8,5,4,0,0,0,0,0,0,0,0,3,4,3,4
2012,13363,Oneida,544,65,479,206,338,7,9,52,67,59,76,9,15,149,308,158,323
2012,13364,Madison,84,10,74,26,58,0,0,7,10,7,10,0,0,17,28,17,28
2012,13365,Herkimer,2430,528,1902,792,1638,65,92,208,260,273,352,108,275,771,1684,879,1959
2012,13367,Lewis,1776,400,1376,584,1192,57,73,176,236,233,309,35,60,443,1109,478,1169
2012,13368,Lewis,356,68,288,125,231,10,11,27,38,37,49,2,2,92,233,94,235
2012,13401,Oneida,19,2,17,3,16,0,0,1,1,1,1,0,0,4,16,4,16
2012,13402,Madison,400,52,348,155,245,5,5,33,42,38,47,13,22,121,243,134,265
2012,13403,Oneida,482,74,408,153,329,13,17,40,49,53,66,14,29,91,202,105,231
2012,13404,Lewis,73,8,65,23,50,1,9,2,6,3,15,1,28,21,44,22,72
2012,13406,Herkimer,150,51,99,36,114,10,12,7,9,17,21,8,27,26,48,34,75
2012,13407,Herkimer,1217,254,963,389,828,28,37,89,131,117,168,35,63,294,534,329,597
2012,13408,Madison,663,161,502,220,443,27,31,63,79,90,110,30,46,184,358,214,404
2012,13409,Madison,508,64,444,190,318,8,14,40,55,48,69,13,29,133,322,146,351
2012,13410,Montgomery,142,32,110,45,97,4,8,18,22,22,30,7,9,32,74,39,83
2012,13411,Chenango,947,202,745,320,627,32,39,65,83,97,122,33,83,217,426,250,509
2012,13413,Oneida,1777,719,1058,408,1369,109,136,99,135,208,271,112,352,217,425,329,777
2012,13415,Otsego,29,11,18,7,22,4,5,0,0,4,5,3,3,6,15,9,18
2012,13416,Herkimer,402,78,324,132,270,10,10,29,43,39,53,8,19,62,84,70,103
2012,13417,Oneida,600,130,470,198,402,18,24,37,44,55,68,17,33,103,146,120,179
2012,13418,Madison,69,11,58,27,42,1,1,14,17,15,18,2,6,13,19,15,25
2012,13420,Herkimer,178,44,134,51,127,5,8,16,19,21,27,5,10,19,30,24,40
2012,13421,Madison,3700,825,2875,1153,2547,96,122,329,476,425,598,118,259,1147,2889,1265,3148
2012,13424,Oneida,407,130,277,116,291,19,25,31,42,50,67,18,41,73,121,91,162
2012,13425,Oneida,437,79,358,164,273,13,16,32,48,45,64,18,34,108,183,126,217
2012,13426,Oswego,124,17,107,21,103,12,15,16,35,28,50,3,13,18,52,21,65
2012,13428,Montgomery,364,105,259,110,254,21,24,19,23,40,47,18,23,77,118,95,141
2012,13431,Herkimer,341,54,287,124,217,7,7,22,25,29,32,10,13,54,85,64,98
2012,13433,Lewis,630,105,525,239,391,9,9,65,81,74,90,7,10,172,334,179,344
2012,13435,Oneida,56,3,53,25,31,1,1,6,6,7,7,1,1,15,35,16,36
2012,13436,Hamilton,11,3,8,1,10,0,0,2,2,2,2,0,0,1,1,1,1
2012,13437,Oswego,115,18,97,38,77,2,3,9,10,11,13,2,2,9,12,11,14
2012,13438,Oneida,638,92,546,246,392,16,23,45,73,61,96,11,25,124,244,135,269
2012,13439,Otsego,993,171,822,359,634,18,26,84,113,102,139,9,10,226,368,235,378
2012,13440,Oneida,11433,2210,9223,4018,7415,385,514,1109,1538,1494,2052,465,1103,3394,7253,3859,8356
2012,13441,Oneida,7,3,4,2,5,1,2,1,3,2,5,1,1,2,2,3,3
2012,13442,Oneida,441,201,240,73,368,24,29,28,35,52,64,47,83,92,206,139,289
2012,13450,Otsego,78,10,68,27,51,3,3,6,6,9,9,1,1,17,24,18,25
2012,13452,Fulton,1410,242,1168,490,920,33,38,91,121,124,159,55,98,397,729,452,827
2012,13454,Herkimer,245,39,206,88,157,5,6,14,19,19,25,7,11,68,137,75,148
2012,13455,Oneida,14,6,8,2,12,1,1,2,2,3,3,0,0,3,6,3,6
2012,13456,Oneida,537,102,435,186,351,13,22,36,48,49,70,19,74,84,121,103,195
2012,13457,Otsego,68,17,51,18,50,2,2,5,6,7,8,2,7,14,27,16,34
2012,13459,Schoharie,492,99,393,155,337,15,19,28,51,43,70,23,42,120,187,143,229
2012,13460,Chenango,1265,251,1014,425,840,28,38,97,126,125,164,49,143,382,750,431,893
2012,13461,Oneida,357,98,259,99,258,9,10,26,36,35,46,7,17,66,148,73,165
2012,13464,Chenango,330,53,277,103,227,5,6,36,42,41,48,8,11,99,207,107,218
2012,13465,Madison,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,13468,Otsego,78,16,62,24,54,3,3,4,5,7,8,1,1,17,20,18,21
2012,13469,Oneida,105,15,90,38,67,2,3,9,12,11,15,3,4,17,24,20,28
2012,13470,Fulton,229,42,187,83,146,3,3,19,23,22,26,5,8,57,100,62,108
2012,13471,Oneida,1055,138,917,397,658,17,20,75,97,92,117,24,73,314,577,338,650
2012,13472,Herkimer,18,3,15,2,16,0,0,0,0,0,0,0,0,3,4,3,4
2012,13473,Lewis,183,35,148,64,119,5,5,17,20,22,25,2,4,48,92,50,96
2012,13475,Otsego,25,8,17,7,18,0,0,1,4,1,4,0,0,8,22,8,22
2012,13476,Oneida,589,84,505,211,378,6,7,49,72,55,79,14,27,156,308,170,335
2012,13477,Oneida,291,31,260,107,184,4,4,28,34,32,38,5,18,76,146,81,164
2012,13478,Oneida,486,61,425,203,283,6,6,50,55,56,61,10,23,137,308,147,331
2012,13479,Oneida,24,5,19,3,21,0,0,4,4,4,4,0,0,4,12,4,12
2012,13480,Oneida,761,189,572,264,497,22,30,51,61,73,91,20,41,118,207,138,248
2012,13482,Otsego,10,2,8,2,8,0,0,0,0,0,0,0,0,3,6,3,6
2012,13483,Oneida,101,12,89,46,55,1,1,2,3,3,4,2,6,31,54,33,60
2012,13484,Madison,75,5,70,34,41,0,0,1,1,1,1,1,2,33,75,34,77
2012,13485,Madison,274,43,231,101,173,6,6,23,25,29,31,11,17,64,98,75,115
2012,13486,Oneida,139,17,122,51,88,2,3,15,21,17,24,1,1,30,50,31,51
2012,13488,Otsego,79,11,68,31,48,0,0,7,8,7,8,1,2,28,40,29,42
2012,13489,Lewis,149,17,132,64,85,0,0,18,20,18,20,2,5,41,83,43,88
2012,13490,Oneida,210,24,186,92,118,4,5,17,27,21,32,4,6,33,51,37,57
2012,13491,Herkimer,800,133,667,299,501,12,23,66,86,78,109,21,34,140,241,161,275
2012,13492,Oneida,1459,292,1167,454,1005,50,70,142,196,192,266,55,109,277,468,332,577
2012,13493,Oswego,615,71,544,250,365,14,19,54,69,68,88,8,15,118,192,126,207
2012,13494,Oneida,54,9,45,20,34,0,0,6,6,6,6,1,1,11,15,12,16
2012,13495,Oneida,397,71,326,126,271,8,10,40,54,48,64,19,35,74,160,93,195
2012,13501,Oneida,21846,3326,18520,8135,13711,613,819,1998,2818,2611,3637,707,1733,5011,9905,5718,11638
2012,13502,Oneida,11783,1812,9971,4305,7478,337,466,1184,1779,1521,2245,415,1143,2912,5980,3327,7123
2012,13503,Oneida,315,96,219,87,228,13,17,22,36,35,53,27,62,78,140,105,202
2012,13504,Oneida,280,198,82,32,248,50,77,9,14,59,91,33,63,22,35,55,98
2012,13505,Oneida,141,37,104,49,92,7,8,10,12,17,20,16,29,31,55,47,84
2012,13601,Jefferson,11349,2033,9316,3802,7547,334,434,1107,1563,1441,1997,352,658,3290,8324,3642,8982
2012,13602,Jefferson,32,3,29,18,14,1,2,1,1,2,3,2,2,7,16,9,18
2012,13603,Jefferson,220,20,200,124,96,1,4,16,22,17,26,2,3,30,61,32,64
2012,13605,Jefferson,1156,199,957,421,735,31,34,95,116,126,150,26,45,277,529,303,574
2012,13606,Jefferson,520,79,441,173,347,16,20,37,49,53,69,12,28,118,262,130,290
2012,13607,Jefferson,382,81,301,112,270,10,16,25,35,35,51,10,15,121,273,131,288
2012,13608,Jefferson,464,65,399,160,304,17,25,30,36,47,61,16,41,147,328,163,369
2012,13611,Jefferson,50,10,40,14,36,0,0,1,3,1,3,0,0,11,13,11,13
2012,13612,Jefferson,639,114,525,212,427,22,32,60,68,82,100,21,60,203,424,224,484
2012,13613,St Lawrence,746,122,624,258,488,21,26,64,98,85,124,28,65,265,519,293,584
2012,13614,St Lawrence,138,26,112,55,83,1,1,15,17,16,18,3,3,48,109,51,112
2012,13615,Jefferson,225,54,171,63,162,4,5,20,25,24,30,6,9,50,98,56,107
2012,13616,Jefferson,260,36,224,92,168,5,9,21,36,26,45,5,8,64,155,69,163
2012,13617,St Lawrence,2283,528,1755,604,1679,80,100,207,303,287,403,88,196,562,1284,650,1480
2012,13618,Jefferson,310,65,245,100,210,9,12,15,18,24,30,5,11,70,108,75,119
2012,13619,Jefferson,2373,390,1983,871,1502,51,66,202,249,253,315,51,99,798,1756,849,1855
2012,13620,Lewis,418,85,333,163,255,6,9,24,28,30,37,4,4,82,124,86,128
2012,13621,St Lawrence,206,43,163,67,139,8,12,14,23,22,35,15,21,70,166,85,187
2012,13622,Jefferson,457,63,394,170,287,4,4,20,29,24,33,6,7,85,135,91,142
2012,13623,St Lawrence,15,2,13,6,9,0,0,0,0,0,0,0,0,5,5,5,5
2012,13624,Jefferson,788,164,624,243,545,16,19,67,92,83,111,15,22,211,415,226,437
2012,13625,St Lawrence,339,82,257,93,246,6,10,27,32,33,42,10,11,89,183,99,194
2012,13626,Lewis,403,88,315,134,269,8,12,39,45,47,57,6,16,87,175,93,191
2012,13627,Lewis,10,4,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2012,13628,Jefferson,43,6,37,13,30,1,1,7,8,8,9,1,1,12,26,13,27
2012,13630,St Lawrence,339,84,255,106,233,14,19,22,32,36,51,8,13,71,126,79,139
2012,13631,Lewis,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,13632,Jefferson,73,8,65,26,47,3,3,6,10,9,13,1,1,13,28,14,29
2012,13633,St Lawrence,59,12,47,18,41,1,1,7,9,8,10,1,1,20,53,21,54
2012,13634,Jefferson,865,141,724,305,560,21,26,66,73,87,99,22,37,186,340,208,377
2012,13635,St Lawrence,385,60,325,143,242,10,15,31,37,41,52,13,25,110,235,123,260
2012,13636,Jefferson,56,9,47,16,40,1,2,3,3,4,5,1,1,12,17,13,18
2012,13637,Jefferson,538,82,456,193,345,7,8,45,51,52,59,7,8,97,256,104,264
2012,13638,Jefferson,109,18,91,41,68,3,4,9,12,12,16,2,2,29,47,31,49
2012,13639,St Lawrence,95,16,79,33,62,2,3,11,17,13,20,1,5,25,67,26,72
2012,13640,Jefferson,27,6,21,7,20,0,0,0,0,0,0,1,1,9,16,10,17
2012,13641,Jefferson,16,3,13,6,10,1,1,1,1,2,2,0,0,3,9,3,9
2012,13642,St Lawrence,2803,512,2291,935,1868,84,125,278,386,362,511,146,310,1026,2350,1172,2660
2012,13643,Jefferson,71,12,59,28,43,1,2,6,7,7,9,1,1,17,70,18,71
2012,13645,St Lawrence,42,6,36,13,29,0,0,4,4,4,4,0,0,16,34,16,34
2012,13646,St Lawrence,649,116,533,209,440,18,24,54,93,72,117,16,42,210,497,226,539
2012,13647,St Lawrence,37,15,22,5,32,3,3,2,2,5,5,0,0,5,6,5,6
2012,13648,St Lawrence,538,111,427,188,350,17,22,40,48,57,70,11,14,144,299,155,313
2012,13649,St Lawrence,31,5,26,11,20,1,3,3,4,4,7,1,2,11,22,12,24
2012,13650,Jefferson,296,62,234,101,195,7,8,27,32,34,40,8,8,67,109,75,117
2012,13651,Jefferson,22,5,17,10,12,0,0,6,8,6,8,0,0,3,3,3,3
2012,13652,St Lawrence,635,110,525,245,390,10,11,40,58,50,69,11,28,167,333,178,361
2012,13654,St Lawrence,456,96,360,153,303,9,10,32,45,41,55,11,13,130,270,141,283
2012,13655,Franklin,1137,110,1027,449,688,20,26,132,190,152,216,29,74,285,544,314,618
2012,13656,Jefferson,787,101,686,290,497,12,14,69,90,81,104,20,35,258,550,278,585
2012,13657,Jefferson,5,1,4,2,3,0,0,0,0,0,0,1,1,3,11,4,12
2012,13658,St Lawrence,581,111,470,203,378,12,23,48,67,60,90,12,21,158,326,170,347
2012,13659,Jefferson,171,27,144,68,103,6,6,18,30,24,36,3,12,39,86,42,98
2012,13660,St Lawrence,539,83,456,197,342,14,16,54,74,68,90,19,38,188,455,207,493
2012,13661,Jefferson,346,49,297,118,228,5,6,21,25,26,31,3,3,59,114,62,117
2012,13662,St Lawrence,4849,885,3964,1633,3216,158,222,488,740,646,962,279,666,1856,4824,2135,5490
2012,13664,St Lawrence,109,29,80,26,83,1,1,8,12,9,13,5,10,39,103,44,113
2012,13665,Lewis,277,35,242,119,158,5,7,21,25,26,32,9,14,95,241,104,255
2012,13666,St Lawrence,114,13,101,37,77,1,1,20,27,21,28,1,1,48,76,49,77
2012,13667,St Lawrence,1023,167,856,366,657,29,36,104,138,133,174,44,91,368,876,412,967
2012,13668,St Lawrence,721,121,600,256,465,19,23,65,88,84,111,23,45,248,539,271,584
2012,13669,St Lawrence,4549,904,3645,1424,3125,124,154,414,629,538,783,126,260,1603,4395,1729,4655
2012,13670,St Lawrence,164,24,140,50,114,0,0,6,9,6,9,1,2,32,62,33,64
2012,13671,Jefferson,9,2,7,4,5,1,3,2,2,3,5,1,4,3,8,4,12
2012,13672,St Lawrence,167,39,128,45,122,6,8,11,19,17,27,2,4,46,87,48,91
