Year,Zip Code,County,Total Beneficiaries,Dual Eligible Beneficiaries,Non Dual Beneficiaries,Child Beneficiaries,Adult Beneficiaries,Dual Beneficiaries Admitted,Total Dual Admissions,Non Dual Beneficiaries Admitted,Total Non Dual Admissions,Total Beneficiaries Admitted,Total Admissions,Dual Beneficiaries ER ,Dual Beneficiaries ER Visits,Non Dual Beneficiaries ER,Non Dual Beneficiaries ER Visits,Total Beneficiaries ER,Total ER Visits
2014,12567,Dutchess,517,70,447,178,339,12,12,49,69,61,81,12,30,123,237,135,267
2014,12568,Ulster,411,65,346,137,274,8,9,37,57,45,66,7,15,97,177,104,192
2014,12569,Dutchess,1623,328,1295,451,1172,39,42,104,145,143,187,59,121,302,578,361,699
2014,12570,Dutchess,633,86,547,193,440,10,11,34,48,44,59,11,23,89,155,100,178
2014,12571,Dutchess,1360,267,1093,351,1009,31,44,77,116,108,160,47,105,246,465,293,570
2014,12572,Dutchess,1359,385,974,294,1065,59,70,97,166,156,236,60,129,235,497,295,626
2014,12574,Dutchess,60,19,41,12,48,2,5,6,9,8,14,2,3,10,33,12,36
2014,12575,Orange,224,36,188,66,158,2,2,16,26,18,28,4,7,45,75,49,82
2014,12577,Orange,224,28,196,62,162,2,2,13,25,15,27,4,54,37,70,41,124
2014,12578,Dutchess,303,47,256,105,198,3,5,18,26,21,31,7,17,67,118,74,135
2014,12580,Dutchess,792,239,553,194,598,40,44,57,84,97,128,46,99,166,384,212,483
2014,12581,Dutchess,355,49,306,110,245,13,24,18,27,31,51,15,76,81,149,96,225
2014,12582,Dutchess,653,62,591,119,534,4,8,35,49,39,57,11,17,66,109,77,126
2014,12583,Dutchess,444,57,387,140,304,3,4,23,31,26,35,8,14,85,129,93,143
2014,12584,Orange,104,28,76,32,72,2,2,4,16,6,18,4,6,27,53,31,59
2014,12585,Dutchess,131,25,106,39,92,4,5,7,7,11,12,2,2,20,29,22,31
2014,12586,Orange,2640,306,2334,970,1670,34,48,201,282,235,330,56,124,566,1142,622,1266
2014,12588,Ulster,63,6,57,18,45,0,0,7,11,7,11,0,0,12,19,12,19
2014,12589,Ulster,2403,257,2146,744,1659,41,62,164,225,205,287,46,108,481,885,527,993
2014,12590,Dutchess,5671,778,4893,1896,3775,107,139,448,628,555,767,153,346,1018,1842,1171,2188
2014,12592,Dutchess,244,44,200,83,161,3,9,18,24,21,33,0,0,50,95,50,95
2014,12593,Columbia,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,12594,Dutchess,859,88,771,312,547,10,15,55,73,65,88,6,37,166,307,172,344
2014,12601,Dutchess,16198,2259,13939,6069,10129,370,499,1605,2366,1975,2865,611,1556,4752,10621,5363,12177
2014,12602,Dutchess,357,65,292,94,263,12,13,29,49,41,62,20,45,108,269,128,314
2014,12603,Dutchess,7367,1148,6219,2430,4937,144,187,524,747,668,934,238,466,1682,3263,1920,3729
2014,12604,Dutchess,14,1,13,3,11,1,1,0,0,1,1,0,0,1,1,1,1
2014,12701,Sullivan,5534,875,4659,1918,3616,123,153,444,599,567,752,180,381,1503,3320,1683,3701
2014,12719,Sullivan,213,23,190,61,152,3,4,31,46,34,50,5,8,60,128,65,136
2014,12720,Sullivan,45,8,37,16,29,0,0,0,0,0,0,0,0,9,13,9,13
2014,12721,Sullivan,1457,154,1303,575,882,25,30,118,169,143,199,26,52,285,473,311,525
2014,12722,Sullivan,130,14,116,43,87,3,6,13,16,16,22,5,62,34,58,39,120
2014,12723,Sullivan,263,55,208,69,194,5,5,20,23,25,28,6,14,70,133,76,147
2014,12724,Sullivan,48,4,44,13,35,1,2,5,6,6,8,1,4,15,23,16,27
2014,12725,Ulster,45,8,37,14,31,2,2,2,2,4,4,2,2,8,14,10,16
2014,12726,Sullivan,187,38,149,57,130,2,3,8,8,10,11,9,25,54,112,63,137
2014,12727,Sullivan,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014,12729,Orange,592,68,524,229,363,11,16,51,64,62,80,9,20,182,355,191,375
2014,12732,Sullivan,132,24,108,40,92,1,3,9,27,10,30,0,0,32,55,32,55
2014,12733,Sullivan,1021,40,981,554,467,3,5,86,106,89,111,5,17,111,189,116,206
2014,12734,Sullivan,338,54,284,112,226,6,8,21,33,27,41,8,12,91,145,99,157
2014,12736,Sullivan,16,2,14,3,13,0,0,1,1,1,1,1,1,3,3,4,4
2014,12737,Sullivan,357,42,315,125,232,8,11,22,32,30,43,11,50,108,237,119,287
2014,12738,Sullivan,77,13,64,33,44,2,5,8,9,10,14,2,3,11,13,13,16
2014,12740,Sullivan,325,43,282,108,217,3,3,20,33,23,36,11,21,76,156,87,177
2014,12741,Sullivan,52,7,45,14,38,0,0,4,4,4,4,2,5,11,20,13,25
2014,12742,Sullivan,451,136,315,113,338,18,25,33,54,51,79,23,42,70,142,93,184
2014,12743,Sullivan,61,13,48,17,44,1,1,6,7,7,8,1,1,8,11,9,12
2014,12745,Sullivan,43,9,34,15,28,0,0,3,3,3,3,1,1,8,16,9,17
2014,12746,Orange,247,39,208,72,175,7,7,20,25,27,32,5,17,85,159,90,176
2014,12747,Sullivan,533,54,479,197,336,1,1,42,55,43,56,7,17,153,292,160,309
2014,12748,Sullivan,480,100,380,125,355,15,21,43,52,58,73,24,69,112,245,136,314
2014,12749,Sullivan,121,30,91,42,79,4,4,3,5,7,9,5,8,21,41,26,49
2014,12750,Sullivan,55,9,46,20,35,0,0,6,6,6,6,1,1,20,35,21,36
2014,12751,Sullivan,816,30,786,486,330,1,1,81,99,82,100,7,12,117,201,124,213
2014,12752,Sullivan,73,14,59,17,56,2,2,6,7,8,9,4,8,20,38,24,46
2014,12754,Sullivan,3119,673,2446,1122,1997,109,135,213,268,322,403,170,417,817,1706,987,2123
2014,12758,Sullivan,1106,182,924,343,763,14,17,76,94,90,111,21,34,258,495,279,529
2014,12759,Sullivan,1158,227,931,418,740,35,47,68,84,103,131,48,78,338,643,386,721
2014,12760,Delaware,101,22,79,25,76,1,1,6,7,7,8,3,7,30,57,33,64
2014,12762,Sullivan,193,28,165,71,122,2,4,20,21,22,25,3,4,60,107,63,111
2014,12763,Sullivan,230,33,197,84,146,3,3,22,28,25,31,3,6,46,69,49,75
2014,12764,Sullivan,375,102,273,95,280,17,29,27,37,44,66,31,91,101,203,132,294
2014,12765,Sullivan,157,19,138,56,101,3,3,14,16,17,19,2,3,53,83,55,86
2014,12766,Sullivan,118,16,102,41,77,1,1,8,10,9,11,1,1,43,108,44,109
2014,12767,Sullivan,9,0,9,4,5,0,0,3,4,3,4,0,0,3,10,3,10
2014,12768,Sullivan,196,29,167,52,144,0,0,18,22,18,22,3,3,53,114,56,117
2014,12769,Sullivan,43,10,33,12,31,0,0,0,0,0,0,3,9,9,28,12,37
2014,12770,Sullivan,58,7,51,12,46,2,6,3,3,5,9,1,2,21,46,22,48
2014,12771,Orange,4885,641,4244,1757,3128,94,140,417,610,511,750,143,300,1773,4232,1916,4532
2014,12775,Sullivan,438,58,380,130,308,11,12,35,38,46,50,7,9,94,149,101,158
2014,12776,Delaware,512,121,391,135,377,16,19,21,25,37,44,15,32,107,199,122,231
2014,12777,Sullivan,93,16,77,24,69,3,3,3,3,6,6,5,6,26,69,31,75
2014,12778,Sullivan,206,31,175,62,144,2,5,21,30,23,35,6,15,51,96,57,111
2014,12779,Sullivan,1277,120,1157,571,706,17,21,112,127,129,148,27,54,393,711,420,765
2014,12780,Orange,531,71,460,184,347,10,12,47,67,57,79,15,23,178,389,193,412
2014,12781,Sullivan,55,11,44,13,42,3,4,5,6,8,10,3,13,7,15,10,28
2014,12783,Sullivan,459,72,387,166,293,8,16,32,44,40,60,15,31,116,229,131,260
2014,12784,Sullivan,74,15,59,23,51,2,3,4,5,6,8,2,8,13,16,15,24
2014,12785,Sullivan,196,21,175,59,137,2,3,13,16,15,19,3,19,36,52,39,71
2014,12786,Sullivan,131,23,108,46,85,2,2,8,8,10,10,0,0,25,44,25,44
2014,12787,Sullivan,130,23,107,49,81,2,3,15,19,17,22,2,2,32,65,34,67
2014,12788,Sullivan,728,68,660,208,520,4,6,38,49,42,55,9,10,152,271,161,281
2014,12789,Sullivan,700,102,598,255,445,10,14,58,84,68,98,15,26,158,293,173,319
2014,12790,Sullivan,1079,175,904,336,743,15,21,78,116,93,137,15,51,214,406,229,457
2014,12791,Sullivan,153,20,133,52,101,0,0,13,18,13,18,2,4,48,83,50,87
2014,12792,Sullivan,114,20,94,34,80,5,8,10,14,15,22,1,1,27,64,28,65
2014,12801,Warren,4924,1118,3806,1462,3462,180,261,445,664,625,925,248,588,1112,2548,1360,3136
2014,12803,Saratoga,1721,330,1391,559,1162,37,42,143,192,180,234,61,149,323,583,384,732
2014,12804,Warren,4912,1015,3897,1556,3356,113,171,400,569,513,740,177,401,924,1676,1101,2077
2014,12808,Warren,32,7,25,3,29,3,7,2,2,5,9,2,4,5,16,7,20
2014,12809,Washington,843,187,656,290,553,21,26,55,79,76,105,28,57,142,221,170,278
2014,12810,Warren,168,30,138,61,107,0,0,11,11,11,11,5,5,17,24,22,29
2014,12811,Warren,87,12,75,42,45,2,2,8,8,10,10,0,0,9,11,9,11
2014,12812,Hamilton,18,3,15,6,12,0,0,0,0,0,0,0,0,2,2,2,2
2014,12814,Warren,224,40,184,46,178,7,9,18,23,25,32,3,8,31,53,34,61
2014,12815,Warren,220,27,193,83,137,2,4,14,19,16,23,1,2,39,66,40,68
2014,12816,Washington,1007,213,794,327,680,29,53,49,70,78,123,20,38,107,159,127,197
2014,12817,Warren,474,71,403,158,316,8,9,34,48,42,57,13,21,73,131,86,152
2014,12819,Washington,97,16,81,24,73,0,0,7,7,7,7,5,8,22,42,27,50
2014,12820,Warren,15,2,13,6,9,0,0,1,1,1,1,0,0,6,11,6,11
2014,12821,Washington,623,36,587,29,594,2,2,12,14,14,16,2,3,25,94,27,97
2014,12822,Saratoga,1784,316,1468,594,1190,42,58,124,172,166,230,74,158,363,653,437,811
2014,12823,Washington,65,7,58,24,41,1,1,2,2,3,3,2,2,10,16,12,18
2014,12824,Warren,102,20,82,24,78,0,0,2,8,2,8,1,1,12,16,13,17
2014,12827,Washington,842,136,706,291,551,14,23,62,77,76,100,12,28,164,258,176,286
2014,12828,Saratoga,2678,463,2215,927,1751,58,84,222,301,280,385,73,165,577,1083,650,1248
2014,12831,Saratoga,2490,396,2094,797,1693,44,62,194,277,238,339,67,149,392,774,459,923
2014,12832,Washington,1928,384,1544,630,1298,43,53,131,186,174,239,57,99,315,570,372,669
2014,12833,Saratoga,800,129,671,230,570,16,23,55,82,71,105,23,39,185,374,208,413
2014,12834,Washington,1153,191,962,392,761,25,35,76,87,101,122,21,33,162,267,183,300
2014,12835,Saratoga,745,121,624,240,505,16,20,56,69,72,89,16,36,152,277,168,313
2014,12836,Warren,114,21,93,34,80,2,2,11,18,13,20,3,6,26,87,29,93
2014,12837,Washington,217,34,183,82,135,3,7,23,26,26,33,5,14,37,61,42,75
2014,12838,Washington,130,21,109,39,91,2,2,7,7,9,9,1,3,14,26,15,29
2014,12839,Washington,4346,718,3628,1577,2769,97,124,346,492,443,616,128,282,1057,2173,1185,2455
2014,12841,Washington,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014,12842,Hamilton,174,43,131,38,136,0,0,12,12,12,12,1,1,17,22,18,23
2014,12843,Warren,157,21,136,51,106,4,4,16,21,20,25,0,0,18,28,18,28
2014,12844,Washington,11,5,6,1,10,0,0,0,0,0,0,1,1,2,7,3,8
2014,12845,Warren,1025,203,822,228,797,28,36,65,88,93,124,37,133,178,357,215,490
2014,12846,Warren,815,125,690,269,546,15,18,70,91,85,109,18,30,163,300,181,330
2014,12847,Hamilton,123,17,106,45,78,1,1,8,9,9,10,3,6,14,20,17,26
2014,12848,Washington,21,5,16,7,14,0,0,1,1,1,1,0,0,2,2,2,2
2014,12849,Washington,110,15,95,35,75,0,0,11,15,11,15,2,2,14,24,16,26
2014,12850,Saratoga,517,63,454,174,343,9,12,44,58,53,70,11,34,102,158,113,192
2014,12851,Essex,103,16,87,35,68,0,0,7,11,7,11,1,1,18,29,19,30
2014,12852,Essex,68,8,60,27,41,1,1,6,6,7,7,1,1,6,8,7,9
2014,12853,Warren,422,94,328,133,289,16,20,28,48,44,68,18,37,64,120,82,157
2014,12854,Washington,82,20,62,27,55,0,0,4,4,4,4,5,7,14,27,19,34
2014,12855,Essex,50,8,42,15,35,0,0,2,2,2,2,1,3,15,20,16,23
2014,12856,Warren,44,8,36,12,32,0,0,0,0,0,0,0,0,2,3,2,3
2014,12857,Essex,106,26,80,27,79,0,0,8,10,8,10,4,6,8,16,12,22
2014,12858,Essex,13,3,10,3,10,0,0,0,0,0,0,0,0,3,6,3,6
2014,12859,Saratoga,475,65,410,161,314,9,11,32,41,41,52,16,26,104,197,120,223
2014,12860,Warren,245,35,210,89,156,4,4,16,19,20,23,3,10,31,59,34,69
2014,12861,Washington,92,11,81,37,55,2,5,7,11,9,16,5,16,32,70,37,86
2014,12862,Warren,23,4,19,7,16,0,0,0,0,0,0,0,0,2,2,2,2
2014,12863,Saratoga,117,19,98,30,87,2,2,11,22,13,24,5,7,16,32,21,39
2014,12864,Hamilton,6,2,4,0,6,0,0,0,0,0,0,0,0,1,1,1,1
2014,12865,Washington,880,120,760,321,559,14,20,69,81,83,101,11,25,126,230,137,255
2014,12866,Saratoga,5272,1206,4066,1252,4020,163,237,370,578,533,815,257,723,935,1957,1192,2680
2014,12870,Essex,408,60,348,147,261,4,4,25,41,29,45,10,13,53,104,63,117
2014,12871,Saratoga,848,110,738,300,548,13,15,67,93,80,108,16,37,134,247,150,284
2014,12872,Essex,11,5,6,0,11,1,1,0,0,1,1,3,5,1,1,4,6
2014,12873,Washington,112,25,87,35,77,0,0,14,19,14,19,1,1,17,38,18,39
2014,12874,Warren,8,1,7,2,6,0,0,2,3,2,3,0,0,3,6,3,6
2014,12878,Warren,137,34,103,33,104,7,10,7,10,14,20,4,15,14,18,18,33
2014,12883,Essex,1481,270,1211,511,970,20,30,95,115,115,145,94,252,493,1027,587,1279
2014,12884,Saratoga,166,19,147,73,93,2,2,14,19,16,21,2,7,31,42,33,49
2014,12885,Warren,1389,295,1094,433,956,37,44,123,150,160,194,45,87,213,350,258,437
2014,12886,Warren,65,11,54,19,46,0,0,6,12,6,12,0,0,14,67,14,67
2014,12887,Washington,1515,252,1263,550,965,24,37,98,119,122,156,36,79,318,571,354,650
2014,12901,Clinton,9753,2052,7701,2748,7005,327,431,686,905,1013,1336,422,870,2639,5847,3061,6717
2014,12903,Clinton,238,93,145,49,189,13,17,13,25,26,42,24,53,26,51,50,104
2014,12910,Clinton,716,122,594,182,534,21,24,48,57,69,81,21,37,142,284,163,321
2014,12911,Clinton,10,0,10,3,7,0,0,0,0,0,0,0,0,1,1,1,1
2014,12912,Clinton,578,134,444,159,419,16,20,44,53,60,73,27,62,149,309,176,371
2014,12913,Essex,210,43,167,68,142,5,7,12,19,17,26,12,38,48,92,60,130
2014,12914,Franklin,339,54,285,124,215,9,15,18,23,27,38,12,23,80,133,92,156
2014,12915,Franklin,37,7,30,9,28,1,1,0,0,1,1,3,3,11,20,14,23
2014,12916,Franklin,779,132,647,266,513,23,31,56,62,79,93,36,66,196,326,232,392
2014,12917,Franklin,383,61,322,114,269,7,8,37,41,44,49,9,19,76,117,85,136
2014,12918,Clinton,435,71,364,148,287,8,8,25,35,33,43,15,22,114,198,129,220
2014,12919,Clinton,947,215,732,295,652,25,35,55,67,80,102,38,68,193,322,231,390
2014,12920,Franklin,637,122,515,203,434,20,27,45,65,65,92,14,25,133,279,147,304
2014,12921,Clinton,509,76,433,161,348,12,28,44,54,56,82,16,22,147,259,163,281
2014,12922,St Lawrence,11,2,9,1,10,0,0,0,0,0,0,1,2,1,1,2,3
2014,12923,Clinton,142,41,101,36,106,5,5,8,8,13,13,3,5,19,32,22,37
2014,12924,Clinton,58,6,52,21,37,0,0,5,5,5,5,3,4,19,36,22,40
2014,12926,Franklin,690,130,560,205,485,19,22,54,87,73,109,26,57,160,312,186,369
2014,12927,St Lawrence,22,6,16,5,17,2,3,1,2,3,5,2,4,7,9,9,13
2014,12928,Essex,517,99,418,159,358,5,9,42,61,47,70,15,29,134,268,149,297
2014,12929,Clinton,935,72,863,136,799,3,3,35,47,38,50,3,5,104,173,107,178
2014,12930,Franklin,137,30,107,44,93,6,6,8,12,14,18,4,7,19,34,23,41
2014,12932,Essex,329,76,253,91,238,10,14,28,43,38,57,19,53,102,305,121,358
2014,12933,Clinton,17,2,15,3,14,1,2,2,3,3,5,0,0,5,5,5,5
2014,12934,Clinton,297,69,228,95,202,8,11,18,24,26,35,10,22,55,113,65,135
2014,12935,Clinton,469,102,367,144,325,14,18,25,29,39,47,15,31,110,191,125,222
2014,12936,Essex,184,18,166,67,117,0,0,9,12,9,12,3,5,60,108,63,113
2014,12937,Franklin,476,99,377,152,324,20,28,39,55,59,83,16,21,92,200,108,221
2014,12939,Franklin,63,9,54,18,45,2,2,3,3,5,5,2,6,16,21,18,27
2014,12941,Essex,212,36,176,58,154,5,5,19,25,24,30,8,25,51,87,59,112
2014,12942,Essex,106,11,95,32,74,2,2,8,13,10,15,2,2,27,56,29,58
2014,12943,Essex,78,18,60,15,63,5,6,3,7,8,13,6,16,15,38,21,54
2014,12944,Essex,1331,310,1021,394,937,36,43,93,128,129,171,53,99,350,724,403,823
2014,12945,Franklin,97,13,84,28,69,0,0,1,1,1,1,2,4,11,15,13,19
2014,12946,Essex,972,218,754,239,733,37,43,48,65,85,108,56,147,262,533,318,680
2014,12949,St Lawrence,22,2,20,12,10,0,0,1,1,1,1,0,0,6,7,6,7
2014,12950,Essex,265,52,213,95,170,6,7,18,23,24,30,16,34,93,214,109,248
2014,12952,Clinton,189,49,140,45,144,9,14,14,22,23,36,12,24,40,70,52,94
2014,12953,Franklin,5130,936,4194,1140,3990,148,198,325,443,473,641,176,430,1022,2335,1198,2765
2014,12955,Clinton,82,13,69,30,52,1,1,2,2,3,3,1,1,15,24,16,25
2014,12956,Essex,410,70,340,139,271,9,10,23,30,32,40,17,31,110,272,127,303
2014,12957,Franklin,653,102,551,236,417,14,16,52,69,66,85,20,29,134,211,154,240
2014,12958,Clinton,541,121,420,175,366,17,23,38,47,55,70,24,36,123,238,147,274
2014,12959,Clinton,384,73,311,119,265,4,4,28,34,32,38,12,17,88,136,100,153
2014,12960,Essex,173,39,134,52,121,3,4,10,12,13,16,8,13,50,136,58,149
2014,12961,Essex,43,12,31,6,37,2,2,1,1,3,3,3,9,7,17,10,26
2014,12962,Clinton,1162,236,926,378,784,38,47,74,115,112,162,31,61,252,446,283,507
2014,12964,Essex,17,4,13,3,14,2,2,1,1,3,3,2,11,4,6,6,17
2014,12965,St Lawrence,178,24,154,66,112,7,12,13,17,20,29,9,15,43,95,52,110
2014,12966,Franklin,938,169,769,322,616,23,27,84,103,107,130,31,63,196,361,227,424
2014,12967,St Lawrence,427,57,370,145,282,5,7,40,58,45,65,15,28,132,261,147,289
2014,12969,Franklin,95,27,68,22,73,2,2,9,16,11,18,2,2,21,37,23,39
2014,12970,Franklin,25,3,22,6,19,0,0,0,0,0,0,0,0,2,2,2,2
2014,12972,Clinton,1252,213,1039,406,846,26,30,75,93,101,123,44,94,299,570,343,664
2014,12973,St Lawrence,36,5,31,12,24,0,0,4,5,4,5,0,0,8,13,8,13
2014,12974,Essex,634,262,372,120,514,22,28,29,39,51,67,62,158,113,259,175,417
2014,12975,Essex,33,10,23,7,26,1,1,1,1,2,2,2,3,7,7,9,10
2014,12976,Franklin,18,2,16,4,14,0,0,0,0,0,0,1,3,7,15,8,18
2014,12977,Essex,138,5,133,5,133,0,0,5,18,5,18,0,0,9,30,9,30
2014,12978,Clinton,116,16,100,44,72,1,3,8,13,9,16,2,2,27,68,29,70
2014,12979,Clinton,625,128,497,193,432,16,20,53,77,69,97,25,46,152,308,177,354
2014,12980,Franklin,436,92,344,127,309,12,15,26,37,38,52,17,27,89,147,106,174
2014,12981,Clinton,466,86,380,152,314,13,15,26,41,39,56,9,13,94,187,103,200
2014,12983,Franklin,1586,275,1311,448,1138,34,45,141,185,175,230,71,197,475,959,546,1156
2014,12985,Clinton,360,64,296,126,234,8,13,27,36,35,49,5,6,101,177,106,183
2014,12986,Franklin,1142,311,831,305,837,41,50,80,103,121,153,64,126,226,466,290,592
2014,12987,Essex,58,14,44,11,47,1,1,2,2,3,3,4,6,11,22,15,28
2014,12989,Franklin,134,25,109,42,92,2,2,8,10,10,12,2,3,29,62,31,65
2014,12992,Clinton,1281,259,1022,395,886,35,41,92,121,127,162,41,89,327,657,368,746
2014,12993,Essex,338,70,268,96,242,9,12,18,26,27,38,14,34,85,186,99,220
2014,12995,Franklin,13,6,7,2,11,0,0,1,1,1,1,0,0,1,6,1,6
2014,12996,Essex,400,99,301,105,295,11,14,17,18,28,32,12,22,81,117,93,139
2014,12997,Essex,235,42,193,64,171,4,5,13,13,17,18,5,16,55,80,60,96
2014,12998,Essex,247,42,205,86,161,4,4,28,38,32,42,14,26,82,164,96,190
2014,13020,Onondaga,57,5,52,29,28,1,1,4,4,5,5,0,0,9,12,9,12
2014,13021,Cayuga,11831,1985,9846,3822,8009,349,497,951,1415,1300,1912,540,1446,3096,6720,3636,8166
2014,13022,Cayuga,33,0,33,0,33,0,0,2,4,2,4,0,0,4,9,4,9
2014,13024,Cayuga,129,8,121,9,120,1,1,2,5,3,6,0,0,6,9,6,9
2014,13026,Cayuga,231,30,201,83,148,5,7,25,27,30,34,4,16,33,67,37,83
2014,13027,Onondaga,4895,751,4144,1708,3187,88,113,332,443,420,556,99,212,723,1376,822,1588
2014,13028,Oswego,343,35,308,128,215,4,4,29,41,33,45,3,7,54,90,57,97
2014,13029,Onondaga,1208,157,1051,450,758,18,22,93,114,111,136,28,59,188,365,216,424
2014,13030,Madison,812,89,723,272,540,12,16,67,98,79,114,6,10,145,373,151,383
2014,13031,Onondaga,1895,280,1615,652,1243,29,47,139,177,168,224,38,99,309,561,347,660
2014,13032,Madison,3267,447,2820,1162,2105,53,74,220,285,273,359,79,165,963,2052,1042,2217
2014,13033,Cayuga,919,108,811,358,561,8,13,60,81,68,94,15,49,177,310,192,359
2014,13034,Cayuga,317,57,260,108,209,7,7,18,22,25,29,11,21,57,107,68,128
2014,13035,Madison,839,124,715,248,591,10,16,49,64,59,80,22,41,135,189,157,230
2014,13036,Oswego,2104,309,1795,748,1356,32,50,143,176,175,226,38,91,301,509,339,600
2014,13037,Madison,1694,278,1416,546,1148,26,38,109,140,135,178,43,71,316,607,359,678
2014,13039,Onondaga,1982,321,1661,639,1343,43,50,137,208,180,258,40,89,307,599,347,688
2014,13040,Cortland,802,116,686,279,523,7,9,71,81,78,90,11,27,157,257,168,284
2014,13041,Onondaga,1474,149,1325,558,916,16,21,97,144,113,165,16,33,226,377,242,410
2014,13042,Oneida,605,89,516,209,396,7,8,36,39,43,47,11,18,117,193,128,211
2014,13043,Madison,11,3,8,0,11,0,0,1,2,1,2,0,0,2,2,2,2
2014,13044,Oswego,588,86,502,185,403,7,9,38,53,45,62,12,20,89,134,101,154
2014,13045,Cortland,7967,1379,6588,2539,5428,237,316,653,968,890,1284,260,744,1641,3642,1901,4386
2014,13051,Onondaga,35,5,30,8,27,1,1,5,5,6,6,0,0,3,6,3,6
2014,13052,Madison,470,62,408,191,279,8,10,27,29,35,39,6,18,66,101,72,119
2014,13053,Tompkins,1083,147,936,369,714,23,31,105,143,128,174,31,78,197,381,228,459
2014,13054,Oneida,325,34,291,122,203,4,6,31,42,35,48,6,25,80,142,86,167
2014,13056,Cortland,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2014,13057,Onondaga,2987,526,2461,968,2019,64,91,225,303,289,394,75,153,525,1026,600,1179
2014,13060,Onondaga,596,81,515,211,385,10,15,46,54,56,69,18,35,119,210,137,245
2014,13061,Madison,170,19,151,63,107,2,4,15,17,17,21,4,10,33,53,37,63
2014,13062,Tompkins,47,8,39,14,33,2,2,5,6,7,8,1,3,11,19,12,22
2014,13063,Onondaga,269,16,253,117,152,2,4,27,30,29,34,1,2,37,63,38,65
2014,13064,Cayuga,58,7,51,16,42,2,3,4,4,6,7,1,3,8,12,9,15
2014,13065,Seneca,39,5,34,9,30,0,0,0,0,0,0,0,0,8,9,8,9
2014,13066,Onondaga,1016,168,848,266,750,15,17,62,78,77,95,23,54,117,204,140,258
2014,13068,Tompkins,1216,151,1065,466,750,16,20,107,131,123,151,21,51,192,370,213,421
2014,13069,Oswego,9416,1143,8273,3507,5909,169,239,812,1086,981,1325,221,592,1759,3408,1980,4000
2014,13071,Cayuga,228,24,204,76,152,2,2,18,28,20,30,1,1,51,117,52,118
2014,13072,Madison,239,36,203,73,166,3,5,20,24,23,29,7,8,71,122,78,130
2014,13073,Tompkins,1521,206,1315,531,990,22,24,126,179,148,203,27,48,242,438,269,486
2014,13074,Oswego,1532,138,1394,573,959,15,19,125,175,140,194,32,77,313,595,345,672
2014,13076,Oswego,544,65,479,168,376,7,9,41,55,48,64,11,15,86,135,97,150
2014,13077,Cortland,1620,198,1422,627,993,21,24,128,176,149,200,26,62,274,465,300,527
2014,13078,Onondaga,1279,221,1058,288,991,22,27,97,128,119,155,22,35,210,437,232,472
2014,13080,Onondaga,646,106,540,212,434,11,13,39,54,50,67,14,30,100,191,114,221
2014,13081,Cayuga,191,25,166,68,123,2,4,8,8,10,12,3,5,22,30,25,35
2014,13082,Madison,949,169,780,333,616,16,20,67,105,83,125,18,40,178,318,196,358
2014,13083,Oswego,479,50,429,170,309,6,10,40,69,46,79,9,13,84,192,93,205
2014,13084,Onondaga,715,85,630,274,441,7,11,56,72,63,83,9,28,128,254,137,282
2014,13087,Cortland,42,8,34,13,29,0,0,2,4,2,4,0,0,7,12,7,12
2014,13088,Onondaga,3910,547,3363,1307,2603,58,74,291,395,349,469,73,155,637,1237,710,1392
2014,13089,Onondaga,44,4,40,16,28,0,0,4,6,4,6,0,0,6,8,6,8
2014,13090,Onondaga,4687,462,4225,1802,2885,55,69,360,453,415,522,71,154,713,1336,784,1490
2014,13092,Cayuga,620,73,547,228,392,10,13,52,63,62,76,12,30,89,178,101,208
2014,13093,Oswego,23,2,21,8,15,0,0,2,2,2,2,0,0,6,16,6,16
2014,13101,Cortland,757,101,656,288,469,12,23,34,44,46,67,11,37,117,208,128,245
2014,13102,Tompkins,68,11,57,21,47,1,2,10,12,11,14,1,1,13,20,14,21
2014,13103,Oswego,218,22,196,87,131,4,4,14,16,18,20,4,5,25,55,29,60
2014,13104,Onondaga,1338,224,1114,394,944,28,31,83,126,111,157,32,65,166,288,198,353
2014,13107,Oswego,3,0,3,0,3,0,0,0,0,0,0,0,0,1,1,1,1
2014,13108,Onondaga,754,90,664,269,485,8,11,59,73,67,84,7,18,98,181,105,199
2014,13110,Onondaga,286,37,249,87,199,1,2,16,19,17,21,1,1,44,62,45,63
2014,13111,Cayuga,605,67,538,234,371,4,5,47,74,51,79,6,8,105,162,111,170
2014,13112,Onondaga,278,31,247,102,176,5,12,22,22,27,34,4,12,39,75,43,87
2014,13113,Cayuga,45,9,36,17,28,2,2,1,1,3,3,3,8,6,7,9,15
2014,13114,Oswego,1894,234,1660,671,1223,42,68,170,260,212,328,58,169,363,765,421,934
2014,13115,Oswego,60,7,53,20,40,0,0,1,1,1,1,1,2,6,9,7,11
2014,13116,Onondaga,578,119,459,201,377,14,20,46,63,60,83,11,23,68,117,79,140
2014,13117,Cayuga,57,12,45,15,42,3,4,7,13,10,17,4,10,8,20,12,30
2014,13118,Cayuga,1528,233,1295,443,1085,30,48,98,135,128,183,31,67,202,369,233,436
