Discharge Year,Software Version,Patient Zipcode,Observed Rate Per 100 People,Expected Rate Per 100 People,Risk Adjusted Rate Per 100 People,Difference in Rates
2014,1.31,Statewide,24.26,24.26,24.26,0.00
2014,1.31,6390,0.45,19.12,0.57,-18.67
2014,1.31,10001,34.29,22.61,36.79,11.68
2014,1.31,10002,23.34,16.31,34.73,7.04
2014,1.31,10003,16.73,21.76,18.66,-5.02
2014,1.31,10004,14.27,20.94,16.53,-6.67
2014,1.31,10005,8.84,21.91,9.79,-13.07
2014,1.31,10006,8.90,20.84,10.35,-11.95
2014,1.31,10007,6.54,21.43,7.41,-14.88
2014,1.31,10009,26.39,23.77,26.93,2.61
2014,1.31,10010,12.41,22.15,13.59,-9.74
2014,1.31,10011,12.40,22.06,13.63,-9.66
2014,1.31,10012,9.95,20.94,11.52,-10.99
2014,1.31,10013,7.98,16.95,11.42,-8.98
2014,1.31,10014,8.93,22.04,9.83,-13.11
2014,1.31,10016,31.71,20.67,37.21,11.04
2014,1.31,10017,13.51,19.83,16.53,-6.32
2014,1.31,10018,23.92,20.16,28.80,3.77
2014,1.31,10019,17.69,20.84,20.60,-3.14
2014,1.31,10021,10.88,20.13,13.11,-9.25
2014,1.31,10022,9.75,19.77,11.97,-10.02
2014,1.31,10023,10.15,20.57,11.97,-10.42
2014,1.31,10024,11.03,21.67,12.35,-10.64
2014,1.31,10025,22.32,24.65,21.97,-2.33
2014,1.31,10026,42.27,35.78,28.66,6.49
2014,1.31,10027,41.87,32.92,30.85,8.94
2014,1.31,10028,9.75,20.20,11.71,-10.45
2014,1.31,10029,58.46,29.68,47.77,28.77
2014,1.31,10030,58.91,39.13,36.52,19.78
2014,1.31,10031,37.04,31.01,28.98,6.03
2014,1.31,10032,41.59,28.62,35.25,12.96
2014,1.31,10033,29.74,25.69,28.09,4.05
2014,1.31,10034,30.51,26.90,27.52,3.61
2014,1.31,10035,63.53,32.81,46.97,30.72
2014,1.31,10036,22.51,22.25,24.54,0.26
2014,1.31,10037,62.31,39.33,38.43,22.97
2014,1.31,10038,28.72,19.66,35.44,9.06
2014,1.31,10039,51.42,37.67,33.11,13.74
2014,1.31,10040,28.62,26.44,26.26,2.18
2014,1.31,10044,12.74,25.58,12.08,-12.84
2014,1.31,10128,11.27,21.19,12.90,-9.92
2014,1.31,10280,12.63,18.60,16.48,-5.97
2014,1.31,10301,33.26,27.89,28.93,5.36
2014,1.31,10302,30.54,28.42,26.06,2.11
2014,1.31,10303,35.00,31.05,27.35,3.95
2014,1.31,10304,31.56,27.19,28.16,4.37
2014,1.31,10305,24.20,20.39,28.79,3.81
2014,1.31,10306,19.03,19.77,23.35,-0.74
2014,1.31,10307,17.06,19.21,21.54,-2.15
2014,1.31,10308,15.76,18.97,20.15,-3.21
2014,1.31,10309,16.11,18.99,20.58,-2.88
2014,1.31,10310,33.09,27.17,29.55,5.92
2014,1.31,10312,15.46,18.65,20.10,-3.19
2014,1.31,10314,16.22,19.84,19.84,-3.61
2014,1.31,10451,56.64,33.08,41.54,23.57
2014,1.31,10452,47.07,31.91,35.78,15.15
2014,1.31,10453,43.84,32.11,33.12,11.73
2014,1.31,10454,60.44,30.88,47.48,29.56
2014,1.31,10455,56.50,30.83,44.46,25.67
2014,1.31,10456,53.69,33.62,38.74,20.07
2014,1.31,10457,59.20,32.44,44.27,26.76
2014,1.31,10458,45.18,29.91,36.65,15.27
2014,1.31,10459,42.81,32.05,32.40,10.76
2014,1.31,10460,44.04,31.95,33.44,12.09
2014,1.31,10461,29.98,23.29,31.24,6.70
2014,1.31,10462,32.48,29.48,26.72,2.99
2014,1.31,10463,24.09,25.90,22.56,-1.82
2014,1.31,10464,18.12,21.11,20.83,-2.98
2014,1.31,10465,20.51,23.96,20.76,-3.45
2014,1.31,10466,42.94,40.56,25.68,2.38
2014,1.31,10467,46.57,31.20,36.22,15.38
2014,1.31,10468,38.76,29.45,31.93,9.31
2014,1.31,10469,31.48,35.70,21.40,-4.21
2014,1.31,10470,29.01,31.72,22.19,-2.70
2014,1.31,10471,13.13,22.85,13.94,-9.72
2014,1.31,10472,40.86,32.10,30.88,8.76
2014,1.31,10473,34.56,33.46,25.06,1.10
2014,1.31,10474,22.59,32.99,16.61,-10.40
2014,1.31,10475,21.19,36.66,14.02,-15.47
2014,1.31,10501,12.10,17.83,16.46,-5.73
2014,1.31,10502,11.34,17.53,15.69,-6.19
2014,1.31,10504,9.47,17.87,12.86,-8.40
2014,1.31,10505,21.75,19.33,27.30,2.43
2014,1.31,10506,10.43,18.27,13.85,-7.84
2014,1.31,10507,18.32,23.73,18.73,-5.41
2014,1.31,10509,15.07,20.13,18.16,-5.06
2014,1.31,10510,12.22,19.26,15.39,-7.05
2014,1.31,10511,21.52,21.17,24.67,0.36
2014,1.31,10512,19.06,20.17,22.92,-1.11
2014,1.31,10514,9.52,17.73,13.03,-8.21
2014,1.31,10516,15.69,19.80,19.22,-4.11
2014,1.31,10518,13.21,19.23,16.67,-6.02
2014,1.31,10520,15.17,21.00,17.53,-5.82
2014,1.31,10522,15.65,20.55,18.48,-4.90
2014,1.31,10523,14.30,27.12,12.79,-12.82
2014,1.31,10524,18.95,21.10,21.79,-2.15
2014,1.31,10526,12.83,19.45,16.01,-6.61
2014,1.31,10527,9.23,18.81,11.91,-9.57
2014,1.31,10528,2.32,18.62,3.03,-16.30
2014,1.31,10530,4.77,19.88,5.82,-15.11
2014,1.31,10532,16.78,20.04,20.32,-3.26
2014,1.31,10533,11.48,18.20,15.30,-6.72
2014,1.31,10535,48.73,22.46,52.64,26.27
2014,1.31,10536,10.64,19.17,13.46,-8.53
2014,1.31,10537,26.36,22.91,27.92,3.45
2014,1.31,10538,3.75,19.61,4.64,-15.85
2014,1.31,10541,17.45,19.30,21.92,-1.86
2014,1.31,10543,4.84,21.54,5.45,-16.70
2014,1.31,10546,11.09,18.08,14.89,-6.99
2014,1.31,10547,24.26,21.56,27.30,2.70
2014,1.31,10548,27.32,20.66,32.08,6.66
2014,1.31,10549,19.02,20.86,22.11,-1.85
2014,1.31,10550,37.98,41.62,22.14,-3.64
2014,1.31,10552,11.04,31.73,8.44,-20.69
2014,1.31,10553,20.03,42.10,11.54,-22.07
2014,1.31,10560,8.62,19.14,10.93,-10.52
2014,1.31,10562,23.33,24.57,23.03,-1.24
2014,1.31,10566,39.63,28.73,33.46,10.90
2014,1.31,10567,19.62,21.24,22.41,-1.62
2014,1.31,10570,12.60,19.25,15.88,-6.65
2014,1.31,10573,2.57,24.00,2.59,-21.44
2014,1.31,10576,8.07,19.12,10.24,-11.05
2014,1.31,10577,0.89,24.35,0.89,-23.46
2014,1.31,10578,26.93,18.63,35.07,8.30
2014,1.31,10579,18.50,19.77,22.69,-1.28
2014,1.31,10580,1.22,18.49,1.60,-17.27
2014,1.31,10583,2.56,17.91,3.46,-15.35
2014,1.31,10588,20.69,21.33,23.53,-0.64
2014,1.31,10589,15.03,18.90,19.30,-3.87
2014,1.31,10590,6.50,18.94,8.32,-12.44
2014,1.31,10591,21.71,22.80,23.10,-1.09
2014,1.31,10594,12.44,18.65,16.18,-6.21
2014,1.31,10595,16.56,22.35,17.97,-5.80
2014,1.31,10597,10.94,18.79,14.12,-7.85
2014,1.31,10598,14.49,19.01,18.49,-4.52
2014,1.31,10601,4.52,25.22,4.35,-20.69
2014,1.31,10603,5.91,27.03,5.30,-21.12
2014,1.31,10604,2.91,22.15,3.19,-19.24
2014,1.31,10605,2.23,21.84,2.47,-19.62
2014,1.31,10606,3.57,25.40,3.41,-21.83
2014,1.31,10607,7.23,26.87,6.53,-19.64
2014,1.31,10701,42.30,29.62,34.65,12.68
2014,1.31,10703,30.57,26.81,27.66,3.76
2014,1.31,10704,12.42,22.73,13.26,-10.31
2014,1.31,10705,34.35,27.84,29.94,6.51
2014,1.31,10706,13.73,20.70,16.09,-6.97
2014,1.31,10708,3.34,21.15,3.83,-17.81
2014,1.31,10709,3.10,19.67,3.82,-16.57
2014,1.31,10710,11.05,22.72,11.79,-11.68
2014,1.31,10801,26.11,28.40,22.30,-2.30
2014,1.31,10803,7.15,21.50,8.07,-14.35
2014,1.31,10804,5.57,20.31,6.66,-14.74
2014,1.31,10805,17.03,26.20,15.77,-9.17
2014,1.31,10901,16.17,20.62,19.03,-4.45
2014,1.31,10913,10.90,20.53,12.88,-9.63
2014,1.31,10916,14.76,20.47,17.49,-5.71
2014,1.31,10917,14.72,20.32,17.58,-5.60
2014,1.31,10918,13.82,22.52,14.88,-8.70
2014,1.31,10919,18.72,22.38,20.29,-3.66
2014,1.31,10920,16.15,19.47,20.13,-3.32
2014,1.31,10921,16.46,20.79,19.21,-4.33
2014,1.31,10923,24.11,25.58,22.87,-1.47
2014,1.31,10924,16.76,22.13,18.38,-5.37
2014,1.31,10925,21.72,20.36,25.88,1.36
2014,1.31,10926,16.16,21.76,18.02,-5.60
2014,1.31,10927,32.03,27.58,28.18,4.45
2014,1.31,10928,21.08,25.05,20.42,-3.97
2014,1.31,10930,12.92,21.38,14.67,-8.45
2014,1.31,10931,20.70,42.52,11.81,-21.82
2014,1.31,10940,32.46,27.40,28.74,5.06
2014,1.31,10941,17.97,25.96,16.80,-7.98
2014,1.31,10950,9.51,19.53,11.82,-10.02
2014,1.31,10952,10.91,19.36,13.67,-8.45
2014,1.31,10954,17.50,21.47,19.77,-3.97
2014,1.31,10956,12.99,19.94,15.81,-6.95
2014,1.31,10958,20.27,20.36,24.15,-0.09
2014,1.31,10960,22.04,24.99,21.40,-2.95
2014,1.31,10962,12.25,20.26,14.67,-8.01
2014,1.31,10963,12.19,26.30,11.24,-14.11
2014,1.31,10964,12.34,16.80,17.82,-4.46
2014,1.31,10965,11.07,19.04,14.11,-7.96
2014,1.31,10968,9.85,19.69,12.13,-9.84
2014,1.31,10969,15.37,19.70,18.92,-4.34
2014,1.31,10970,20.12,25.10,19.45,-4.98
2014,1.31,10973,21.51,20.08,25.99,1.43
2014,1.31,10974,16.55,20.97,19.14,-4.42
2014,1.31,10975,8.76,19.13,11.11,-10.37
2014,1.31,10976,17.16,19.85,20.97,-2.69
2014,1.31,10977,20.75,27.16,18.53,-6.41
2014,1.31,10980,17.29,20.95,20.02,-3.66
2014,1.31,10983,9.95,18.21,13.26,-8.26
2014,1.31,10984,15.47,21.47,17.48,-6.00
2014,1.31,10985,50.46,23.06,53.09,27.40
2014,1.31,10986,13.84,21.38,15.71,-7.54
2014,1.31,10987,11.50,19.27,14.47,-7.77
2014,1.31,10989,15.46,20.98,17.88,-5.52
2014,1.31,10990,16.54,21.26,18.87,-4.73
2014,1.31,10992,16.87,21.78,18.79,-4.91
2014,1.31,10993,25.80,28.10,22.27,-2.30
2014,1.31,10994,13.71,18.49,17.99,-4.78
2014,1.31,10996,1.26,24.16,1.27,-22.90
2014,1.31,10998,14.02,20.61,16.51,-6.59
2014,1.31,11001,11.34,21.38,12.87,-10.03
2014,1.31,11003,23.98,33.23,17.51,-9.25
2014,1.31,11004,13.69,20.19,16.45,-6.50
2014,1.31,11005,11.61,21.41,13.15,-9.80
2014,1.31,11010,13.55,19.65,16.73,-6.10
2014,1.31,11020,15.19,16.57,22.23,-1.39
2014,1.31,11021,11.23,18.41,14.80,-7.18
2014,1.31,11023,10.99,20.76,12.84,-9.77
2014,1.31,11024,13.04,22.95,13.78,-9.91
2014,1.31,11030,10.19,17.82,13.87,-7.63
2014,1.31,11040,11.14,16.35,16.53,-5.21
2014,1.31,11050,13.04,18.80,16.83,-5.76
2014,1.31,11096,25.51,28.85,21.45,-3.34
2014,1.31,11101,26.83,25.19,25.84,1.64
2014,1.31,11102,27.99,23.44,28.97,4.55
2014,1.31,11103,16.60,22.24,18.10,-5.65
2014,1.31,11104,16.62,20.03,20.14,-3.40
2014,1.31,11105,15.45,21.71,17.26,-6.27
2014,1.31,11106,22.65,23.48,23.40,-0.83
2014,1.31,11201,18.69,24.15,18.77,-5.46
2014,1.31,11203,35.53,42.59,20.24,-7.06
2014,1.31,11204,11.80,15.36,18.63,-3.56
2014,1.31,11205,27.50,30.15,22.12,-2.66
2014,1.31,11206,42.41,28.04,36.70,14.38
2014,1.31,11207,41.73,38.37,26.39,3.37
2014,1.31,11208,38.69,35.59,26.37,3.10
2014,1.31,11209,17.86,20.59,21.05,-2.73
2014,1.31,11210,21.48,33.73,15.45,-12.25
2014,1.31,11211,20.21,23.11,21.21,-2.90
2014,1.31,11212,50.56,41.36,29.66,9.20
2014,1.31,11213,29.85,38.27,18.92,-8.42
2014,1.31,11214,14.82,14.97,24.01,-0.16
2014,1.31,11215,13.33,24.23,13.35,-10.90
2014,1.31,11216,27.69,39.87,16.85,-12.18
2014,1.31,11217,21.25,28.25,18.25,-7.00
2014,1.31,11218,17.29,21.44,19.56,-4.15
2014,1.31,11219,13.75,15.96,20.90,-2.21
2014,1.31,11220,21.89,15.47,34.33,6.42
2014,1.31,11221,40.23,35.51,27.48,4.72
2014,1.31,11222,14.46,22.52,15.57,-8.07
2014,1.31,11223,16.72,18.01,22.53,-1.28
2014,1.31,11224,29.49,25.19,28.40,4.30
2014,1.31,11225,27.84,38.89,17.37,-11.05
2014,1.31,11226,33.20,39.28,20.50,-6.09
2014,1.31,11228,13.76,15.41,21.66,-1.65
2014,1.31,11229,15.38,18.33,20.36,-2.94
2014,1.31,11230,16.23,20.29,19.41,-4.06
2014,1.31,11231,19.73,25.75,18.58,-6.03
2014,1.31,11232,21.09,23.08,22.17,-1.98
2014,1.31,11233,35.24,42.12,20.30,-6.88
2014,1.31,11234,18.82,31.17,14.65,-12.35
2014,1.31,11235,20.85,19.25,26.27,1.60
2014,1.31,11236,28.97,41.88,16.78,-12.92
2014,1.31,11237,35.38,26.73,32.11,8.65
2014,1.31,11238,21.25,33.36,15.45,-12.11
2014,1.31,11239,32.38,35.11,22.37,-2.73
2014,1.31,11354,14.33,11.69,29.74,2.64
2014,1.31,11355,16.29,9.58,41.23,6.70
2014,1.31,11356,20.19,18.68,26.22,1.51
2014,1.31,11357,12.07,17.10,17.12,-5.03
2014,1.31,11358,11.98,13.93,20.85,-1.96
2014,1.31,11360,11.12,16.40,16.45,-5.28
2014,1.31,11361,10.61,15.09,17.06,-4.48
2014,1.31,11362,9.69,13.47,17.45,-3.78
2014,1.31,11363,9.46,14.99,15.32,-5.52
2014,1.31,11364,9.94,12.41,19.44,-2.46
2014,1.31,11365,16.79,16.23,25.10,0.56
2014,1.31,11366,16.00,16.68,23.28,-0.67
2014,1.31,11367,20.41,21.62,22.90,-1.21
2014,1.31,11368,36.80,26.05,34.27,10.75
2014,1.31,11369,32.19,27.53,28.36,4.65
2014,1.31,11370,28.48,20.25,34.12,8.23
2014,1.31,11372,29.56,21.76,32.95,7.80
2014,1.31,11373,26.88,16.09,40.53,10.79
2014,1.31,11374,15.62,18.44,20.55,-2.82
2014,1.31,11375,12.68,18.47,16.65,-5.79
2014,1.31,11377,22.67,18.45,29.81,4.22
2014,1.31,11378,17.08,20.10,20.61,-3.02
2014,1.31,11379,12.53,19.37,15.70,-6.83
2014,1.31,11385,22.55,22.75,24.05,-0.20
2014,1.31,11411,26.72,42.73,15.17,-16.02
2014,1.31,11412,32.77,44.03,18.06,-11.26
2014,1.31,11413,29.41,43.19,16.52,-13.78
2014,1.31,11414,14.71,20.80,17.15,-6.09
2014,1.31,11415,17.87,22.81,19.00,-4.94
2014,1.31,11416,28.85,31.32,22.34,-2.47
2014,1.31,11417,25.54,31.02,19.97,-5.48
2014,1.31,11418,30.95,30.02,25.01,0.93
2014,1.31,11419,29.09,47.75,14.78,-18.66
2014,1.31,11420,26.77,48.68,13.34,-21.91
2014,1.31,11421,26.81,26.62,24.43,0.19
2014,1.31,11422,26.20,42.42,14.98,-16.22
2014,1.31,11423,28.19,42.39,16.13,-14.21
2014,1.31,11426,14.67,21.56,16.50,-6.90
2014,1.31,11427,24.98,30.07,20.15,-5.09
2014,1.31,11428,26.84,39.09,16.66,-12.25
2014,1.31,11429,28.94,42.22,16.63,-13.27
2014,1.31,11432,35.70,25.69,33.71,10.01
2014,1.31,11433,41.40,42.58,23.59,-1.18
2014,1.31,11434,34.87,43.50,19.45,-8.63
2014,1.31,11435,33.82,32.52,25.23,1.30
2014,1.31,11436,34.60,45.51,18.44,-10.92
2014,1.31,11501,16.55,20.03,20.04,-3.48
2014,1.31,11507,9.06,16.21,13.55,-7.15
2014,1.31,11509,9.54,18.28,12.67,-8.74
2014,1.31,11510,18.75,30.26,15.03,-11.51
2014,1.31,11514,10.20,19.17,12.90,-8.98
2014,1.31,11516,10.56,19.65,13.04,-9.09
2014,1.31,11518,14.12,18.93,18.10,-4.81
2014,1.31,11520,29.05,31.28,22.53,-2.23
2014,1.31,11530,8.74,18.89,11.22,-10.15
2014,1.31,11542,24.27,22.93,25.68,1.34
2014,1.31,11545,10.61,19.70,13.06,-9.09
2014,1.31,11548,13.95,18.63,18.16,-4.68
2014,1.31,11550,37.27,33.92,26.66,3.35
2014,1.31,11552,18.88,25.91,17.67,-7.03
2014,1.31,11553,27.85,33.37,20.24,-5.52
2014,1.31,11554,13.54,19.79,16.59,-6.25
2014,1.31,11557,10.48,18.98,13.40,-8.49
2014,1.31,11558,18.59,20.82,21.66,-2.23
2014,1.31,11559,8.37,20.29,10.01,-11.91
2014,1.31,11560,15.93,19.61,19.71,-3.68
2014,1.31,11561,13.70,21.60,15.38,-7.91
2014,1.31,11563,14.95,20.78,17.45,-5.83
2014,1.31,11565,11.44,19.85,13.98,-8.41
2014,1.31,11566,9.71,18.73,12.58,-9.01
2014,1.31,11568,7.17,25.84,6.73,-18.67
2014,1.31,11570,16.67,21.90,18.47,-5.23
2014,1.31,11572,14.61,19.17,18.49,-4.56
2014,1.31,11575,37.75,37.61,24.35,0.14
2014,1.31,11576,10.07,17.06,14.32,-6.99
2014,1.31,11577,11.54,18.83,14.87,-7.29
2014,1.31,11579,13.10,19.02,16.70,-5.92
2014,1.31,11580,20.69,29.02,17.30,-8.33
2014,1.31,11581,13.04,23.80,13.29,-10.76
2014,1.31,11590,22.93,26.14,21.28,-3.21
2014,1.31,11596,10.54,17.53,14.59,-6.99
2014,1.31,11598,8.88,18.16,11.86,-9.29
2014,1.31,11691,37.73,34.94,26.20,2.79
2014,1.31,11692,33.38,37.82,21.41,-4.45
2014,1.31,11693,27.83,28.81,23.43,-0.99
2014,1.31,11694,16.01,21.83,17.79,-5.82
2014,1.31,11697,8.20,18.10,10.99,-9.90
2014,1.31,11701,26.82,30.53,21.31,-3.71
2014,1.31,11702,13.94,19.50,17.34,-5.56
2014,1.31,11703,18.42,21.68,20.62,-3.26
2014,1.31,11704,17.59,23.74,17.97,-6.15
2014,1.31,11705,14.55,18.68,18.89,-4.13
2014,1.31,11706,24.97,26.54,22.83,-1.57
2014,1.31,11709,15.76,19.47,19.63,-3.72
2014,1.31,11710,11.18,19.35,14.02,-8.16
2014,1.31,11713,36.78,28.82,30.96,7.96
2014,1.31,11714,16.59,19.03,21.14,-2.45
2014,1.31,11715,15.10,18.84,19.45,-3.74
2014,1.31,11716,17.53,18.66,22.79,-1.13
2014,1.31,11717,30.45,28.50,25.92,1.95
2014,1.31,11718,12.57,19.08,15.98,-6.52
2014,1.31,11719,24.28,20.06,29.35,4.21
2014,1.31,11720,19.62,19.60,24.29,0.02
2014,1.31,11721,10.77,18.29,14.28,-7.53
2014,1.31,11722,30.52,30.08,24.61,0.44
2014,1.31,11724,10.19,17.72,13.94,-7.54
2014,1.31,11725,13.23,18.23,17.61,-5.00
2014,1.31,11726,22.93,26.20,21.23,-3.28
2014,1.31,11727,24.81,23.84,25.25,0.98
2014,1.31,11729,18.00,22.73,19.21,-4.74
2014,1.31,11730,13.21,19.00,16.87,-5.78
2014,1.31,11731,13.67,18.34,18.09,-4.66
2014,1.31,11732,14.37,18.17,19.18,-3.80
2014,1.31,11733,13.73,18.94,17.59,-5.20
2014,1.31,11735,16.73,20.40,19.90,-3.67
2014,1.31,11738,20.41,20.29,24.40,0.12
2014,1.31,11740,14.86,20.86,17.28,-6.00
2014,1.31,11741,17.32,19.10,22.00,-1.78
2014,1.31,11742,17.30,18.96,22.13,-1.66
2014,1.31,11743,16.43,20.36,19.57,-3.94
2014,1.31,11746,20.41,22.04,22.47,-1.63
2014,1.31,11747,13.69,19.24,17.25,-5.56
2014,1.31,11749,23.96,26.51,21.93,-2.55
2014,1.31,11751,16.48,20.43,19.57,-3.95
2014,1.31,11752,16.07,20.07,19.42,-4.01
2014,1.31,11753,10.64,14.37,17.96,-3.73
2014,1.31,11754,15.23,18.88,19.57,-3.65
2014,1.31,11755,15.27,18.80,19.70,-3.53
2014,1.31,11756,16.15,19.56,20.02,-3.42
2014,1.31,11757,15.60,20.42,18.54,-4.82
2014,1.31,11758,13.24,19.99,16.07,-6.75
2014,1.31,11762,10.61,18.38,14.00,-7.77
2014,1.31,11763,27.19,23.56,28.00,3.64
2014,1.31,11764,16.59,18.65,21.58,-2.06
2014,1.31,11765,10.75,18.69,13.95,-7.94
2014,1.31,11766,16.53,18.34,21.86,-1.81
2014,1.31,11767,14.03,18.26,18.64,-4.23
2014,1.31,11768,10.73,18.28,14.24,-7.55
2014,1.31,11769,13.96,18.25,18.55,-4.29
2014,1.31,11771,15.56,19.84,19.02,-4.28
2014,1.31,11772,28.61,22.69,30.59,5.92
2014,1.31,11776,25.86,19.97,31.42,5.89
2014,1.31,11777,23.07,18.29,30.60,4.78
2014,1.31,11778,21.11,19.56,26.18,1.55
2014,1.31,11779,19.45,19.64,24.03,-0.19
2014,1.31,11780,12.66,18.65,16.46,-5.99
2014,1.31,11782,12.90,18.82,16.63,-5.92
2014,1.31,11783,11.91,18.54,15.58,-6.63
2014,1.31,11784,24.50,20.81,28.57,3.70
2014,1.31,11786,17.34,18.15,23.17,-0.81
2014,1.31,11787,14.07,18.56,18.39,-4.49
2014,1.31,11788,14.35,18.59,18.72,-4.25
2014,1.31,11789,22.48,20.02,27.24,2.46
2014,1.31,11790,11.00,20.36,13.11,-9.36
2014,1.31,11791,11.48,15.48,17.99,-4.00
2014,1.31,11792,16.90,19.18,21.38,-2.28
2014,1.31,11793,10.33,18.67,13.43,-8.34
2014,1.31,11795,13.25,18.66,17.23,-5.41
2014,1.31,11796,14.70,18.79,18.98,-4.09
2014,1.31,11797,12.78,17.89,17.33,-5.11
2014,1.31,11798,36.12,37.65,23.28,-1.53
2014,1.31,11801,16.75,18.59,21.85,-1.85
2014,1.31,11803,11.84,17.57,16.35,-5.73
2014,1.31,11804,11.50,17.59,15.85,-6.09
2014,1.31,11901,37.39,24.50,37.02,12.89
2014,1.31,11933,21.44,21.11,24.63,0.32
2014,1.31,11934,21.41,20.49,25.36,0.93
2014,1.31,11935,18.45,18.14,24.68,0.32
2014,1.31,11937,16.92,21.50,19.09,-4.58
2014,1.31,11939,31.28,19.84,38.24,11.43
2014,1.31,11940,21.13,19.58,26.18,1.55
2014,1.31,11941,14.30,20.22,17.15,-5.92
2014,1.31,11942,20.87,19.38,26.12,1.49
2014,1.31,11944,38.75,24.19,38.86,14.56
2014,1.31,11946,22.36,21.59,25.13,0.77
2014,1.31,11948,19.63,20.22,23.56,-0.59
2014,1.31,11949,15.96,19.24,20.12,-3.28
2014,1.31,11950,35.51,26.28,32.78,9.23
2014,1.31,11951,36.00,24.32,35.92,11.69
2014,1.31,11952,21.84,19.77,26.79,2.06
2014,1.31,11953,26.22,23.72,26.81,2.50
2014,1.31,11954,16.55,20.28,19.80,-3.73
2014,1.31,11955,24.12,20.37,28.72,3.74
2014,1.31,11957,24.02,18.89,30.85,5.13
2014,1.31,11958,29.23,19.22,36.89,10.01
2014,1.31,11961,24.45,20.61,28.78,3.84
2014,1.31,11963,20.81,20.18,25.03,0.64
2014,1.31,11964,25.38,18.92,32.54,6.46
2014,1.31,11965,16.43,20.62,19.34,-4.18
2014,1.31,11967,30.75,22.86,32.64,7.90
2014,1.31,11968,27.37,28.03,23.69,-0.66
2014,1.31,11971,22.55,19.05,28.71,3.50
2014,1.31,11976,20.48,19.61,25.34,0.87
2014,1.31,11977,21.87,20.17,26.31,1.71
2014,1.31,11978,24.92,22.13,27.31,2.78
2014,1.31,11980,20.09,20.42,23.87,-0.33
2014,1.31,12007,19.84,19.45,24.74,0.39
2014,1.31,12008,11.22,17.54,15.51,-6.32
2014,1.31,12009,13.37,18.94,17.13,-5.57
2014,1.31,12010,50.40,21.85,55.97,28.55
2014,1.31,12015,14.13,18.96,18.08,-4.83
2014,1.31,12017,7.12,19.05,9.07,-11.93
2014,1.31,12018,12.16,18.22,16.19,-6.06
2014,1.31,12019,6.65,18.54,8.70,-11.89
2014,1.31,12020,14.84,19.73,18.25,-4.89
2014,1.31,12022,9.20,18.52,12.05,-9.32
2014,1.31,12023,14.88,18.05,20.00,-3.17
2014,1.31,12024,15.15,19.16,19.18,-4.01
2014,1.31,12025,32.97,18.76,42.64,14.21
2014,1.31,12027,9.37,17.79,12.78,-8.42
2014,1.31,12028,4.99,18.88,6.41,-13.89
2014,1.31,12029,5.93,18.71,7.69,-12.78
2014,1.31,12031,,,,0.00
2014,1.31,12032,64.45,19.16,81.62,45.29
2014,1.31,12033,13.30,18.77,17.19,-5.47
2014,1.31,12035,30.58,19.51,38.03,11.07
2014,1.31,12036,22.41,18.11,30.02,4.30
2014,1.31,12037,15.00,19.36,18.79,-4.36
2014,1.31,12041,13.67,18.59,17.84,-4.92
2014,1.31,12042,17.86,18.22,23.78,-0.36
2014,1.31,12043,29.79,21.23,34.03,8.56
2014,1.31,12046,13.99,19.01,17.86,-5.02
2014,1.31,12047,21.36,21.66,23.92,-0.30
2014,1.31,12051,10.52,25.78,9.90,-15.27
2014,1.31,12052,15.23,18.65,19.82,-3.42
2014,1.31,12053,15.29,18.26,20.31,-2.97
2014,1.31,12054,10.89,19.02,13.89,-8.13
2014,1.31,12056,13.36,17.70,18.31,-4.34
2014,1.31,12057,4.48,17.85,6.08,-13.38
2014,1.31,12058,17.59,18.69,22.83,-1.10
2014,1.31,12059,9.37,18.14,12.53,-8.77
2014,1.31,12060,12.47,18.32,16.52,-5.85
2014,1.31,12061,12.29,19.40,15.37,-7.11
2014,1.31,12062,9.86,18.73,12.77,-8.87
2014,1.31,12064,32.79,19.01,41.84,13.78
2014,1.31,12065,6.61,19.64,8.17,-13.03
2014,1.31,12066,20.70,19.34,25.97,1.36
2014,1.31,12067,11.08,19.92,13.50,-8.84
2014,1.31,12068,39.09,18.86,50.29,20.23
2014,1.31,12070,35.33,18.03,47.54,17.30
2014,1.31,12071,41.84,20.79,48.81,21.04
2014,1.31,12072,32.30,18.52,42.32,13.78
2014,1.31,12074,21.09,17.91,28.58,3.19
2014,1.31,12075,22.36,18.89,28.72,3.47
2014,1.31,12076,19.12,19.42,23.89,-0.29
2014,1.31,12077,12.00,18.90,15.40,-6.91
2014,1.31,12078,54.99,20.02,66.65,34.97
2014,1.31,12083,15.25,19.18,19.29,-3.93
2014,1.31,12084,13.35,18.43,17.57,-5.08
2014,1.31,12086,43.70,18.78,56.45,24.92
2014,1.31,12087,15.83,18.89,20.33,-3.06
2014,1.31,12090,3.86,19.38,4.83,-15.52
2014,1.31,12092,24.27,19.03,30.94,5.24
2014,1.31,12093,24.03,19.03,30.63,5.00
2014,1.31,12094,18.38,19.29,23.13,-0.90
2014,1.31,12095,40.53,19.84,49.57,20.69
2014,1.31,12106,16.95,18.89,21.77,-1.93
2014,1.31,12108,13.64,19.16,17.27,-5.52
2014,1.31,12110,11.76,19.72,14.46,-7.97
2014,1.31,12115,37.18,16.95,53.20,20.23
2014,1.31,12116,27.78,18.92,35.62,8.86
2014,1.31,12117,33.76,18.38,44.55,15.38
2014,1.31,12118,9.15,19.38,11.45,-10.23
